Arm Hole chosen,0
Spring Hole: 0,Invalid config,0,0,Arm Bolt Location: 1, angle: NaN, distance: NaN,Arm Bolt Location: 2, angle: NaN, distance: NaN,Arm Bolt Location: 3, angle: NaN, distance: NaN,Arm Bolt Location: 4, angle: NaN, distance: NaN,Arm Bolt Location: 5, angle: -61.86026450485575, distance: 0.9792213132625152,Arm Bolt Location: 6, angle: -33.46998021317785, distance: 0.5350599604645229,Arm Bolt Location: 7, angle: -16.678435357014834, distance: 0.2517833272620589,Arm Bolt Location: 8, angle: -3.647908007781494, distance: 0.05062166469940301,Arm Bolt Location: 9, angle: 7.604447606182107, distance: -0.09148029456161533,Arm Bolt Location: 10, angle: 18.005000690654636, distance: -0.15404974463926052,Arm Bolt Location: 11, angle: 28.158291279712, distance: -0.055512176826060806,Arm Bolt Location: 12, angle: 38.627160596708244, distance: 0.3427185603976097,Arm Bolt Location: 13, angle: 50.22282477760835, distance: 1.1539968067371935,Arm Bolt Location: 14, angle: 65.02607167973599, distance: 2.266625673161264,Arm Bolt Location: 15, angle: 90, distance: 2.541867812972196,Arm Bolt Location: 16, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 17, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 18, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 19, angle: 90, distance: 2.855686245854129,
Spring Hole: 2,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 3, angle: NaN, distance: NaN,Arm Bolt Location: 4, angle: NaN, distance: NaN,Arm Bolt Location: 5, angle: NaN, distance: NaN,Arm Bolt Location: 6, angle: -61.26766394596058, distance: 0.9520196959250461,Arm Bolt Location: 7, angle: -33.46998021317785, distance: 0.5404524651558341,Arm Bolt Location: 8, angle: -17.866823480423296, distance: 0.2831327407497506,Arm Bolt Location: 9, angle: -6.212387180138049, distance: 0.09143917893289634,Arm Bolt Location: 10, angle: 3.529503260045144, distance: -0.04710155515018005,Arm Bolt Location: 11, angle: 12.247183246300839, distance: -0.13476545838665466,Arm Bolt Location: 12, angle: 20.441448632198462, distance: -0.13461079983530722,Arm Bolt Location: 13, angle: 28.46298459384316, distance: 0.038315784356996584,Arm Bolt Location: 14, angle: 36.6265783982411, distance: 0.5025036558898858,Arm Bolt Location: 15, angle: 45.31320268436687, distance: 1.34593033993912,Arm Bolt Location: 16, angle: 55.174272305280915, distance: 2.523727804037691,Arm Bolt Location: 17, angle: 68.01436994044982, distance: 3.661063936228555,Arm Bolt Location: 18, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 19, angle: 90, distance: 2.855686245854129,
Spring Hole: 3,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 4, angle: NaN, distance: NaN,Arm Bolt Location: 5, angle: NaN, distance: NaN,Arm Bolt Location: 6, angle: NaN, distance: NaN,Arm Bolt Location: 7, angle: -61.26766394596058, distance: 0.9713295058692689,Arm Bolt Location: 8, angle: -33.46998021317785, distance: 0.5442536372820749,Arm Bolt Location: 9, angle: -17.866823480423296, distance: 0.2812705336394189,Arm Bolt Location: 10, angle: -6.212387180138049, distance: 0.09048552430500184,Arm Bolt Location: 11, angle: 3.529503260045144, distance: -0.04614686502657229,Arm Bolt Location: 12, angle: 12.247183246300839, distance: -0.12850361408558042,Arm Bolt Location: 13, angle: 20.441448632198462, distance: -0.11497784253294198,Arm Bolt Location: 14, angle: 28.46298459384316, distance: 0.08529932725824127,Arm Bolt Location: 15, angle: 36.6265783982411, distance: 0.5923325314734702,Arm Bolt Location: 16, angle: 45.31320268436687, distance: 1.485897962304231,Arm Bolt Location: 17, angle: 55.174272305280915, distance: 2.701634619866573,Arm Bolt Location: 18, angle: 68.01436994044982, distance: 3.827997625328856,Arm Bolt Location: 19, angle: 90, distance: 2.855686245854129,
Spring Hole: 4,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 5, angle: NaN, distance: NaN,Arm Bolt Location: 6, angle: NaN, distance: NaN,Arm Bolt Location: 7, angle: NaN, distance: NaN,Arm Bolt Location: 8, angle: -61.26766394596058, distance: 0.990318142093907,Arm Bolt Location: 9, angle: -33.46998021317785, distance: 0.5476069905156059,Arm Bolt Location: 10, angle: -17.866823480423296, distance: 0.279242563897501,Arm Bolt Location: 11, angle: -6.212387180138049, distance: 0.08941717214394815,Arm Bolt Location: 12, angle: 3.529503260045144, distance: -0.045068952863330326,Arm Bolt Location: 13, angle: 12.247183246300839, distance: -0.12140079253625623,Arm Bolt Location: 14, angle: 20.441448632198462, distance: -0.09278213260563072,Arm Bolt Location: 15, angle: 28.46298459384316, distance: 0.1377903195644852,Arm Bolt Location: 16, angle: 36.6265783982411, distance: 0.6912087406228447,Arm Bolt Location: 17, angle: 45.31320268436687, distance: 1.6379334894910726,Arm Bolt Location: 18, angle: 55.174272305280915, distance: 2.89265719088388,Arm Bolt Location: 19, angle: 68.01436994044982, distance: 4.004384054748018,
Spring Hole: 5,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 6, angle: NaN, distance: NaN,Arm Bolt Location: 7, angle: NaN, distance: NaN,Arm Bolt Location: 8, angle: NaN, distance: NaN,Arm Bolt Location: 9, angle: -61.26766394596058, distance: 1.0089748084427328,Arm Bolt Location: 10, angle: -33.46998021317785, distance: 0.5503764784489282,Arm Bolt Location: 11, angle: -17.866823480423296, distance: 0.27702299897543964,Arm Bolt Location: 12, angle: -6.212387180138049, distance: 0.08821813235739084,Arm Bolt Location: 13, angle: 3.529503260045144, distance: -0.043846054066757775,Arm Bolt Location: 14, angle: 12.247183246300839, distance: -0.11329754082407893,Arm Bolt Location: 15, angle: 20.441448632198462, distance: -0.06754822582576082,Arm Bolt Location: 16, angle: 28.46298459384316, distance: 0.1967649717616192,Arm Bolt Location: 17, angle: 36.6265783982411, distance: 0.8007715098722528,Arm Bolt Location: 18, angle: 45.31320268436687, distance: 1.804508734946138,Arm Bolt Location: 19, angle: 55.174272305280915, distance: 3.100101476656088,
Spring Hole: 6,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 7, angle: NaN, distance: NaN,Arm Bolt Location: 8, angle: NaN, distance: NaN,Arm Bolt Location: 9, angle: NaN, distance: NaN,Arm Bolt Location: 10, angle: -61.26766394596058, distance: 1.027280363126312,Arm Bolt Location: 11, angle: -33.46998021317785, distance: 0.5523549179596108,Arm Bolt Location: 12, angle: -17.866823480423296, distance: 0.2745798715165936,Arm Bolt Location: 13, angle: -6.212387180138049, distance: 0.08686690765718044,Arm Bolt Location: 14, angle: 3.529503260045144, distance: -0.042449963935607384,Arm Bolt Location: 15, angle: 12.247183246300839, distance: -0.1039874549942993,Arm Bolt Location: 16, angle: 20.441448632198462, distance: -0.0386582143122296,Arm Bolt Location: 17, angle: 28.46298459384316, distance: 0.2635233735553565,Arm Bolt Location: 18, angle: 36.6265783982411, distance: 0.9233196274479077,Arm Bolt Location: 19, angle: 45.31320268436687, distance: 1.9893478159438145,
Spring Hole: 7,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 8, angle: NaN, distance: NaN,Arm Bolt Location: 9, angle: NaN, distance: NaN,Arm Bolt Location: 10, angle: NaN, distance: NaN,Arm Bolt Location: 11, angle: -61.26766394596058, distance: 1.045203909076052,Arm Bolt Location: 12, angle: -33.46998021317785, distance: 0.5532791852631737,Arm Bolt Location: 13, angle: -17.866823480423296, distance: 0.27187297207555494,Arm Bolt Location: 14, angle: -6.212387180138049, distance: 0.08533492682116638,Arm Bolt Location: 15, angle: 3.529503260045144, distance: -0.04084349968892372,Arm Bolt Location: 16, angle: 12.247183246300839, distance: -0.0931968060950766,Arm Bolt Location: 17, angle: 20.441448632198462, distance: -0.005281855973375892,Arm Bolt Location: 18, angle: 28.46298459384316, distance: 0.3398814346814023,Arm Bolt Location: 19, angle: 36.6265783982411, distance: 1.0622953778200592,
Spring Hole: 8,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 9, angle: NaN, distance: NaN,Arm Bolt Location: 10, angle: NaN, distance: NaN,Arm Bolt Location: 11, angle: NaN, distance: NaN,Arm Bolt Location: 12, angle: -61.26766394596058, distance: 1.0626976104031494,Arm Bolt Location: 13, angle: -33.46998021317785, distance: 0.552919543865259,Arm Bolt Location: 14, angle: -17.866823480423296, distance: 0.2688507399888781,Arm Bolt Location: 15, angle: -6.212387180138049, distance: 0.08358393756613444,Arm Bolt Location: 16, angle: 3.529503260045144, distance: -0.03897646503946089,Arm Bolt Location: 17, angle: 12.247183246300839, distance: -0.08055082382609455,Arm Bolt Location: 18, angle: 20.441448632198462, distance: 0.03374749693559724,Arm Bolt Location: 19, angle: 28.46298459384316, distance: 0.4285458781609233,
Spring Hole: 9,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 10, angle: NaN, distance: NaN,Arm Bolt Location: 11, angle: NaN, distance: NaN,Arm Bolt Location: 12, angle: NaN, distance: NaN,Arm Bolt Location: 13, angle: -61.26766394596058, distance: 1.0796886925668199,Arm Bolt Location: 14, angle: -33.46998021317785, distance: 0.5511982740022321,Arm Bolt Location: 15, angle: -17.866823480423296, distance: 0.2654455091649961,Arm Bolt Location: 16, angle: -6.212387180138049, distance: 0.08156170946448725,Arm Bolt Location: 17, angle: 3.529503260045144, distance: -0.03677890135769877,Arm Bolt Location: 18, angle: 12.247183246300839, distance: -0.06551388289181215,Arm Bolt Location: 19, angle: 20.441448632198462, distance: 0.08017468027365371,
Spring Hole: 10,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 11, angle: NaN, distance: NaN,Arm Bolt Location: 12, angle: NaN, distance: NaN,Arm Bolt Location: 13, angle: NaN, distance: NaN,Arm Bolt Location: 14, angle: -61.26766394596058, distance: 1.0960668991979874,Arm Bolt Location: 15, angle: -33.46998021317785, distance: 0.5481894452269357,Arm Bolt Location: 16, angle: -17.866823480423296, distance: 0.2615659156549005,Arm Bolt Location: 17, angle: -6.212387180138049, distance: 0.07919471217425902,Arm Bolt Location: 18, angle: 3.529503260045144, distance: -0.03414901675783357,Arm Bolt Location: 19, angle: 12.247183246300839, distance: -0.0472730872368173,
Spring Hole: 11,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 12, angle: NaN, distance: NaN,Arm Bolt Location: 13, angle: NaN, distance: NaN,Arm Bolt Location: 14, angle: NaN, distance: NaN,Arm Bolt Location: 15, angle: -61.26766394596058, distance: 1.1116645276611201,Arm Bolt Location: 16, angle: -33.46998021317785, distance: 0.5439957516768434,Arm Bolt Location: 17, angle: -17.866823480423296, distance: 0.25708410001404614,Arm Bolt Location: 18, angle: -6.212387180138049, distance: 0.07637486226500673,Arm Bolt Location: 19, angle: 3.529503260045144, distance: -0.03092954131504178,
Spring Hole: 12,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 13, angle: NaN, distance: NaN,Arm Bolt Location: 14, angle: NaN, distance: NaN,Arm Bolt Location: 15, angle: NaN, distance: NaN,Arm Bolt Location: 16, angle: -61.26766394596058, distance: 1.1262242682234542,Arm Bolt Location: 17, angle: -33.46998021317785, distance: 0.5386421003590424,Arm Bolt Location: 18, angle: -17.866823480423296, distance: 0.2518125929620876,Arm Bolt Location: 19, angle: -6.212387180138049, distance: 0.07293332188222601,
Spring Hole: 13,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 14, angle: NaN, distance: NaN,Arm Bolt Location: 15, angle: NaN, distance: NaN,Arm Bolt Location: 16, angle: NaN, distance: NaN,Arm Bolt Location: 17, angle: -61.26766394596058, distance: 1.1393470778581418,Arm Bolt Location: 18, angle: -33.46998021317785, distance: 0.5320258582721513,Arm Bolt Location: 19, angle: -17.866823480423296, distance: 0.24545854908958892,
Spring Hole: 14,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 15, angle: NaN, distance: NaN,Arm Bolt Location: 16, angle: NaN, distance: NaN,Arm Bolt Location: 17, angle: NaN, distance: NaN,Arm Bolt Location: 18, angle: -61.26766394596058, distance: 1.1504078670469786,Arm Bolt Location: 19, angle: -33.46998021317785, distance: 0.5238720020609562,
Spring Hole: 15,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 16, angle: NaN, distance: NaN,Arm Bolt Location: 17, angle: NaN, distance: NaN,Arm Bolt Location: 18, angle: NaN, distance: NaN,Arm Bolt Location: 19, angle: -61.26766394596058, distance: 1.158419663570041,
Spring Hole: 16,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 17, angle: NaN, distance: NaN,Arm Bolt Location: 18, angle: NaN, distance: NaN,Arm Bolt Location: 19, angle: NaN, distance: NaN,
Spring Hole: 17,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 18, angle: NaN, distance: NaN,Arm Bolt Location: 19, angle: NaN, distance: NaN,
Spring Hole: 18,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 19, angle: NaN, distance: NaN,
Spring Hole: 19,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,

 
Arm Hole chosen,2
Spring Hole: 0,Invalid config,0,0,Arm Bolt Location: 1, angle: NaN, distance: NaN,Arm Bolt Location: 2, angle: NaN, distance: NaN,Arm Bolt Location: 3, angle: -59.23647728693521, distance: 0.7581747500370386,Arm Bolt Location: 4, angle: -31.29632370046122, distance: 0.45867548663845603,Arm Bolt Location: 5, angle: -16.678435357014834, distance: 0.2518195403605398,Arm Bolt Location: 6, angle: -6.212387180138049, distance: 0.09351189827546072,Arm Bolt Location: 7, angle: 2.286591596965793, distance: -0.03299904958664132,Arm Bolt Location: 8, angle: 9.720339539128558, distance: -0.12879787557001662,Arm Bolt Location: 9, angle: 16.558848586492388, distance: -0.1830957807654333,Arm Bolt Location: 10, angle: 23.092349068625417, distance: -0.16056936078005346,Arm Bolt Location: 11, angle: 29.53282290019842, distance: 0.00879408565299474,Arm Bolt Location: 12, angle: 36.068354498973044, distance: 0.42261801458916887,Arm Bolt Location: 13, angle: 42.9080806670783, distance: 1.1678565148840285,Arm Bolt Location: 14, angle: 50.34930748630484, distance: 2.2617775280887646,Arm Bolt Location: 15, angle: 58.949640849178785, distance: 3.572234451445955,Arm Bolt Location: 16, angle: 70.31563549956597, distance: 4.2768129824629195,Arm Bolt Location: 17, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 18, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 19, angle: 90, distance: 2.855686245854129,
Spring Hole: 1,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 2, angle: NaN, distance: NaN,Arm Bolt Location: 3, angle: NaN, distance: NaN,Arm Bolt Location: 4, angle: -59.23647728693521, distance: 0.7743029552737295,Arm Bolt Location: 5, angle: -31.29632370046122, distance: 0.4618326349033348,Arm Bolt Location: 6, angle: -16.678435357014834, distance: 0.25185163072933703,Arm Bolt Location: 7, angle: -6.212387180138049, distance: 0.09279174610054357,Arm Bolt Location: 8, angle: 2.286591596965793, distance: -0.032528682834905606,Arm Bolt Location: 9, angle: 9.720339539128558, distance: -0.1254572263619075,Arm Bolt Location: 10, angle: 16.558848586492388, distance: -0.17303976816396122,Arm Bolt Location: 11, angle: 23.092349068625417, distance: -0.1356658859183214,Arm Bolt Location: 12, angle: 29.53282290019842, distance: 0.061948029150587676,Arm Bolt Location: 13, angle: 36.068354498973044, distance: 0.519552203699069,Arm Bolt Location: 14, angle: 42.9080806670783, distance: 1.3192713194670387,Arm Bolt Location: 15, angle: 50.34930748630484, distance: 2.466034145899734,Arm Bolt Location: 16, angle: 58.949640849178785, distance: 3.806869638325106,Arm Bolt Location: 17, angle: 70.31563549956597, distance: 4.2768129824629195,Arm Bolt Location: 18, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 19, angle: 90, distance: 2.855686245854129,
Spring Hole: 2,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 3, angle: NaN, distance: NaN,Arm Bolt Location: 4, angle: NaN, distance: NaN,Arm Bolt Location: 5, angle: -59.23647728693521, distance: 0.7899704905545757,Arm Bolt Location: 6, angle: -31.29632370046122, distance: 0.46458080313579975,Arm Bolt Location: 7, angle: -16.678435357014834, distance: 0.25155527848719866,Arm Bolt Location: 8, angle: -6.212387180138049, distance: 0.09196851064989416,Arm Bolt Location: 9, angle: 2.286591596965793, distance: -0.03200637801054453,Arm Bolt Location: 10, angle: 9.720339539128558, distance: -0.12169562276100825,Arm Bolt Location: 11, angle: 16.558848586492388, distance: -0.1616300904861266,Arm Bolt Location: 12, angle: 23.092349068625417, distance: -0.10746505947320306,Arm Bolt Location: 13, angle: 29.53282290019842, distance: 0.12148810261319444,Arm Bolt Location: 14, angle: 36.068354498973044, distance: 0.626552293511634,Arm Bolt Location: 15, angle: 42.9080806670783, distance: 1.4841728649900714,Arm Bolt Location: 16, angle: 50.34930748630484, distance: 2.6860889055780053,Arm Bolt Location: 17, angle: 58.949640849178785, distance: 4.05723562126313,Arm Bolt Location: 18, angle: 70.31563549956597, distance: 4.2768129824629195,Arm Bolt Location: 19, angle: 90, distance: 2.855686245854129,
Spring Hole: 3,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 4, angle: NaN, distance: NaN,Arm Bolt Location: 5, angle: NaN, distance: NaN,Arm Bolt Location: 6, angle: -59.23647728693521, distance: 0.805164633657295,Arm Bolt Location: 7, angle: -31.29632370046122, distance: 0.46689922301303544,Arm Bolt Location: 8, angle: -16.678435357014834, distance: 0.2509220612881139,Arm Bolt Location: 9, angle: -6.212387180138049, distance: 0.09103781217584463,Arm Bolt Location: 10, angle: 2.286591596965793, distance: -0.03142322530564687,Arm Bolt Location: 11, angle: 9.720339539128558, distance: -0.11743706627147475,Arm Bolt Location: 12, angle: 16.558848586492388, distance: -0.1486191854437375,Arm Bolt Location: 13, angle: 23.092349068625417, distance: -0.07539469437786235,Arm Bolt Location: 14, angle: 29.53282290019842, distance: 0.18843643894377507,Arm Bolt Location: 15, angle: 36.068354498973044, distance: 0.745187662731222,Arm Bolt Location: 16, angle: 42.9080806670783, distance: 1.6648234331225458,Arm Bolt Location: 17, angle: 50.34930748630484, distance: 2.9250515327800413,Arm Bolt Location: 18, angle: 58.949640849178785, distance: 4.327217089936029,Arm Bolt Location: 19, angle: 70.31563549956597, distance: 4.2768129824629195,
Spring Hole: 4,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 5, angle: NaN, distance: NaN,Arm Bolt Location: 6, angle: NaN, distance: NaN,Arm Bolt Location: 7, angle: -59.23647728693521, distance: 0.8198673324309372,Arm Bolt Location: 8, angle: -31.29632370046122, distance: 0.468761325992871,Arm Bolt Location: 9, angle: -16.678435357014834, distance: 0.24994720450177343,Arm Bolt Location: 10, angle: -6.212387180138049, distance: 0.08998975057201065,Arm Bolt Location: 11, angle: 2.286591596965793, distance: -0.030768130575016168,Arm Bolt Location: 12, angle: 9.720339539128558, distance: -0.1125857483649269,Arm Bolt Location: 13, angle: 16.558848586492388, distance: -0.133695175211889,Arm Bolt Location: 14, angle: 23.092349068625417, distance: -0.03873607929388882,Arm Bolt Location: 15, angle: 29.53282290019842, distance: 0.2640958902498558,Arm Bolt Location: 16, angle: 36.068354498973044, distance: 0.8775429568489708,Arm Bolt Location: 17, angle: 42.9080806670783, distance: 1.8644073598592643,Arm Bolt Location: 18, angle: 50.34930748630484, distance: 3.1876215262681025,Arm Bolt Location: 19, angle: 58.949640849178785, distance: 4.623272463217501,
Spring Hole: 5,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 6, angle: NaN, distance: NaN,Arm Bolt Location: 7, angle: NaN, distance: NaN,Arm Bolt Location: 8, angle: -59.23647728693521, distance: 0.8340541347838474,Arm Bolt Location: 9, angle: -31.29632370046122, distance: 0.4701344906244501,Arm Bolt Location: 10, angle: -16.678435357014834, distance: 0.2486260359934348,Arm Bolt Location: 11, angle: -6.212387180138049, distance: 0.088809108492827,Arm Bolt Location: 12, angle: 2.286591596965793, distance: -0.03002706933914783,Arm Bolt Location: 13, angle: 9.720339539128558, distance: -0.10701902482241744,Arm Bolt Location: 14, angle: 16.558848586492388, distance: -0.11645797861695976,Arm Bolt Location: 15, angle: 23.092349068625417, distance: 0.003436391555056881,Arm Bolt Location: 16, angle: 29.53282290019842, distance: 0.3501894935819498,Arm Bolt Location: 17, angle: 36.068354498973044, distance: 1.0265288364699225,Arm Bolt Location: 18, angle: 42.9080806670783, distance: 2.0877104158297533,Arm Bolt Location: 19, angle: 50.34930748630484, distance: 3.4815874579997903,
Spring Hole: 6,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 7, angle: NaN, distance: NaN,Arm Bolt Location: 8, angle: NaN, distance: NaN,Arm Bolt Location: 9, angle: -59.23647728693521, distance: 0.8476927521586652,Arm Bolt Location: 10, angle: -31.29632370046122, distance: 0.47097973293628626,Arm Bolt Location: 11, angle: -16.678435357014834, distance: 0.246949556435505,Arm Bolt Location: 12, angle: -6.212387180138049, distance: 0.08747474043691907,Arm Bolt Location: 13, angle: 2.286591596965793, distance: -0.029181992791300484,Arm Bolt Location: 14, angle: 9.720339539128558, distance: -0.10057683603470506,Arm Bolt Location: 15, angle: 16.558848586492388, distance: -0.0963821253845965,Arm Bolt Location: 16, angle: 23.092349068625417, distance: 0.052355169965493,Arm Bolt Location: 17, angle: 29.53282290019842, distance: 0.4491094654950239,Arm Bolt Location: 18, angle: 36.068354498973044, distance: 1.1964892412307098,Arm Bolt Location: 19, angle: 42.9080806670783, distance: 2.3426299998815887,
Spring Hole: 7,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 8, angle: NaN, distance: NaN,Arm Bolt Location: 9, angle: NaN, distance: NaN,Arm Bolt Location: 10, angle: -59.23647728693521, distance: 0.8607411173348618,Arm Bolt Location: 11, angle: -31.29632370046122, distance: 0.47125115133289214,Arm Bolt Location: 12, angle: -16.678435357014834, distance: 0.24489993444144106,Arm Bolt Location: 13, angle: -6.212387180138049, distance: 0.08595811232391809,Arm Bolt Location: 14, angle: 2.286591596965793, distance: -0.028209166763578295,Arm Bolt Location: 15, angle: 9.720339539128558, distance: -0.09304510232538908,Arm Bolt Location: 16, angle: 16.558848586492388, distance: -0.07275556029384532,Arm Bolt Location: 17, angle: 23.092349068625417, distance: 0.10973719291795449,Arm Bolt Location: 18, angle: 29.53282290019842, distance: 0.5644040747529084,Arm Bolt Location: 19, angle: 36.068354498973044, distance: 1.3945511971234017,
Spring Hole: 8,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 9, angle: NaN, distance: NaN,Arm Bolt Location: 10, angle: NaN, distance: NaN,Arm Bolt Location: 11, angle: -59.23647728693521, distance: 0.8731447249605002,Arm Bolt Location: 12, angle: -31.29632370046122, distance: 0.4708947585927961,Arm Bolt Location: 13, angle: -16.678435357014834, distance: 0.24244598160027242,Arm Bolt Location: 14, angle: -6.212387180138049, distance: 0.08422072180430112,Arm Bolt Location: 15, angle: 2.286591596965793, distance: -0.027076540276668306,Arm Bolt Location: 16, angle: 9.720339539128558, distance: -0.0841282427631154,Arm Bolt Location: 17, angle: 16.558848586492388, distance: -0.04457151048308437,Arm Bolt Location: 18, angle: 23.092349068625417, distance: 0.17813034598734412,Arm Bolt Location: 19, angle: 29.53282290019842, distance: 0.7018600866647021,
